#Frequency response,,,,,,,,,,,,
#J column is FBG's FFT value;,,,,,,,,,,,,
#K column is piezo's FFT value;,,,,,,,,,,,,
#L column is FBG's sensitivity obtained by FBG FFT(J column) divided by Piezo FFT(K column) ;,,,,,,,,,,,,
#M coumn is 2 times of L column;,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536638,A-0.758,,,,,,,,,
0.754,1536829,191,-0.004,,,,,,,,,
0.779,1536857,219,0.021,,,,,,,,,
0.813,1536878,240,0.055,,,,,,,,,
0.843,1536892,254,0.085,,,,,,,,,
0.876,1536901,263,0.118,,,,,,,,,
0.906,1536906,268,0.148,,,,,,,,,
0.935,1536914,276,0.177,,,,,,,,,
0.962,1536916,278,0.204,,,,,,,,,
0.988,1536913,275,0.23,,,,,,,,,
1.01,1536901,263,0.252,,,,,,,,,
1.027,1536881,243,0.269,,,,,,,,,
1.041,1536853,215,0.283,,,,,,,,,
1.049,1536823,185,0.291,,,,,,,,,
1.055,1536795,157,0.297,,,,,,,,,
1.054,1536765,127,0.296,,,,,,,,,
1.046,1536733,95,0.288,,,,,,,,,
1.031,1536697,59,0.273,,,,,,,,,
1.013,1536658,20,0.255,,,,,,,,,
0.99,1536615,-23,0.232,,,,,,,,,
0.963,1536574,-64,0.205,,,,,,,,,
0.927,1536535,-103,0.169,,,,,,,,,
0.89,1536500,-138,0.132,,,,,,,,,
0.852,1536472,-166,0.094,,,,,,,,,
0.813,1536448,-190,0.055,,,,,,,,,
0.772,1536428,-210,0.014,,,,,,,,,
0.729,1536410,-228,-0.029,,,,,,,,,
0.686,1536397,-241,-0.072,,,,,,,,,
0.651,1536389,-249,-0.107,,,,,,,,,
0.622,1536387,-251,-0.136,,,,,,,,,
0.594,1536391,-247,-0.164,,,,,,,,,
0.565,1536398,-240,-0.193,,,,,,,,,
0.543,1536408,-230,-0.215,,,,,,,,,
0.527,1536419,-219,-0.231,,,,,,,,,
0.517,1536432,-206,-0.241,,,,,,,,,
0.508,1536446,-192,-0.25,,,,,,,,,
0.503,1536463,-175,-0.255,,,,,,,,,
0.503,1536477,-161,-0.255,,,,,,,,,
0.505,1536495,-143,-0.253,,,,,,,,,
0.515,1536511,-127,-0.243,,,,,,,,,
0.525,1536528,-110,-0.233,,,,,,,,,
0.534,1536545,-93,-0.224,,,,,,,,,
0.545,1536568,-70,-0.213,,,,,,,,,
0.564,1536594,-44,-0.194,,,,,,,,,
0.582,1536622,-16,-0.176,,,,,,,,,
0.606,1536651,13,-0.152,,,,,,,,,
0.625,1536678,40,-0.133,,,,,,,,,
0.648,1536702,64,-0.11,,,,,,,,,
0.675,1536728,90,-0.083,,,,,,,,,
0.701,1536754,116,-0.057,,,,,,,,,
0.725,1536781,143,-0.033,,,,,,,,,
0.749,1536809,171,-0.009,,,,,,,,,
0.773,1536835,197,0.015,,,,,,,,,
0.801,1536856,218,0.043,,,,,,,,,
0.831,1536872,234,0.073,,,,,,,,,
0.857,1536881,243,0.099,,,,,,,,,
0.888,1536888,250,0.13,,,,,,,,,
0.915,1536893,255,0.157,,,,,,,,,
0.942,1536895,257,0.184,,,,,,,,,
0.964,1536892,254,0.206,,,,,,,,,
0.987,1536883,245,0.229,,,,,,,,,
1.004,1536866,228,0.246,,,,,,,,,
1.02,1536843,205,0.262,,,,,,,,,
1.026,1536815,177,0.268,,,,,,,,,
1.031,1536786,148,0.273,,,,,,,,,
1.032,1536758,120,0.274,,,,,,,,,
1.026,1536725,87,0.268,,,,,,,,,
1.015,1536693,55,0.257,,,,,,,,,
0.996,1536657,19,0.238,,,,,,,,,
0.974,1536619,-19,0.216,,,,,,,,,
0.951,1536580,-58,0.193,,,,,,,,,
0.919,1536544,-94,0.161,,,,,,,,,
0.884,1536513,-125,0.126,,,,,,,,,
0.845,1536485,-153,0.087,,,,,,,,,
0.811,1536465,-173,0.053,,,,,,,,,
0.773,1536446,-192,0.015,,,,,,,,,
0.736,1536432,-206,-0.022,,,,,,,,,
0.695,1536420,-218,-0.063,,,,,,,,,
0.662,1536414,-224,-0.096,,,,,,,,,
0.634,1536412,-226,-0.124,,,,,,,,,
0.609,1536414,-224,-0.149,,,,,,,,,
0.583,1536421,-217,-0.175,,,,,,,,,
0.561,1536429,-209,-0.197,,,,,,,,,
0.545,1536440,-198,-0.213,,,,,,,,,
0.536,1536452,-186,-0.222,,,,,,,,,
0.53,1536465,-173,-0.228,,,,,,,,,
0.526,1536480,-158,-0.232,,,,,,,,,
0.526,1536495,-143,-0.232,,,,,,,,,
0.527,1536508,-130,-0.231,,,,,,,,,
0.537,1536521,-117,-0.221,,,,,,,,,
0.547,1536535,-103,-0.211,,,,,,,,,
0.556,1536550,-88,-0.202,,,,,,,,,
0.564,1536569,-69,-0.194,,,,,,,,,
0.578,1536594,-44,-0.18,,,,,,,,,
0.596,1536619,-19,-0.162,,,,,,,,,
0.617,1536644,6,-0.141,,,,,,,,,
0.636,1536669,31,-0.122,,,,,,,,,
0.655,1536691,53,-0.103,,,,,,,,,
0.678,1536715,77,-0.08,,,,,,,,,
0.701,1536739,101,-0.057,,,,,,,,,
0.725,1536767,129,-0.033,,,,,,,,,
0.743,1536793,155,-0.015,,,,,,,,,
0.767,1536817,179,0.009,,,,,,,,,
0.791,1536837,199,0.033,,,,,,,,,
0.821,1536852,214,0.063,,,,,,,,,
0.846,1536862,224,0.088,,,,,,,,,
0.872,1536870,232,0.114,,,,,,,,,
0.897,1536876,238,0.139,,,,,,,,,
0.923,1536877,239,0.165,,,,,,,,,
0.945,1536875,237,0.187,,,,,,,,,
0.966,1536866,228,0.208,,,,,,,,,
0.982,1536851,213,0.224,,,,,,,,,
0.996,1536830,192,0.238,,,,,,,,,
1.006,1536804,166,0.248,,,,,,,,,
1.012,1536777,139,0.254,,,,,,,,,
1.011,1536749,111,0.253,,,,,,,,,
1.007,1536720,82,0.249,,,,,,,,,
0.996,1536687,49,0.238,,,,,,,,,
0.98,1536655,17,0.222,,,,,,,,,
0.959,1536621,-17,0.201,,,,,,,,,
0.936,1536585,-53,0.178,,,,,,,,,
0.907,1536553,-85,0.149,,,,,,,,,
0.878,1536524,-114,0.12,,,,,,,,,
0.843,1536499,-139,0.085,,,,,,,,,
0.808,1536479,-159,0.05,,,,,,,,,
0.772,1536461,-177,0.014,,,,,,,,,
0.737,1536449,-189,-0.021,,,,,,,,,
0.702,1536439,-199,-0.056,,,,,,,,,
0.672,1536434,-204,-0.086,,,,,,,,,
0.643,1536432,-206,-0.115,,,,,,,,,
0.618,1536435,-203,-0.14,,,,,,,,,
0.596,1536443,-195,-0.162,,,,,,,,,
0.578,1536451,-187,-0.18,,,,,,,,,
0.564,1536461,-177,-0.194,,,,,,,,,
0.555,1536472,-166,-0.203,,,,,,,,,
0.55,1536485,-153,-0.208,,,,,,,,,
0.548,1536498,-140,-0.21,,,,,,,,,
0.546,1536509,-129,-0.212,,,,,,,,,
0.548,1536520,-118,-0.21,,,,,,,,,
0.556,1536532,-106,-0.202,,,,,,,,,
0.567,1536543,-95,-0.191,,,,,,,,,
0.576,1536557,-81,-0.182,,,,,,,,,
0.582,1536573,-65,-0.176,,,,,,,,,
0.593,1536594,-44,-0.165,,,,,,,,,
0.609,1536617,-21,-0.149,,,,,,,,,
0.629,1536639,1,-0.129,,,,,,,,,
0.648,1536661,23,-0.11,,,,,,,,,
0.663,1536683,45,-0.095,,,,,,,,,
0.681,1536705,67,-0.077,,,,,,,,,
0.703,1536728,90,-0.055,,,,,,,,,
0.726,1536754,116,-0.032,,,,,,,,,
0.743,1536777,139,-0.015,,,,,,,,,
0.764,1536799,161,0.006,,,,,,,,,
0.784,1536820,182,0.026,,,,,,,,,
0.812,1536835,197,0.054,,,,,,,,,
0.836,1536845,207,0.078,,,,,,,,,
0.859,1536853,215,0.101,,,,,,,,,
0.882,1536858,220,0.124,,,,,,,,,
0.905,1536861,223,0.147,,,,,,,,,
0.928,1536858,220,0.17,,,,,,,,,
0.947,1536851,213,0.189,,,,,,,,,
0.962,1536836,198,0.204,,,,,,,,,
0.975,1536817,179,0.217,,,,,,,,,
0.985,1536795,157,0.227,,,,,,,,,
0.992,1536768,130,0.234,,,,,,,,,
0.992,1536740,102,0.234,,,,,,,,,
0.988,1536711,73,0.23,,,,,,,,,
0.976,1536681,43,0.218,,,,,,,,,
0.965,1536651,13,0.207,,,,,,,,,
0.946,1536621,-17,0.188,,,,,,,,,
0.923,1536589,-49,0.165,,,,,,,,,
0.897,1536559,-79,0.139,,,,,,,,,
0.868,1536532,-106,0.11,,,,,,,,,
0.839,1536509,-129,0.081,,,,,,,,,
0.806,1536491,-147,0.048,,,,,,,,,
0.773,1536476,-162,0.015,,,,,,,,,
0.737,1536465,-173,-0.021,,,,,,,,,
0.707,1536458,-180,-0.051,,,,,,,,,
0.679,1536454,-184,-0.079,,,,,,,,,
0.652,1536454,-184,-0.106,,,,,,,,,
0.629,1536455,-183,-0.129,,,,,,,,,
0.607,1536461,-177,-0.151,,,,,,,,,
0.591,1536470,-168,-0.167,,,,,,,,,
0.58,1536480,-158,-0.178,,,,,,,,,
0.573,1536491,-147,-0.185,,,,,,,,,
0.567,1536504,-134,-0.191,,,,,,,,,
0.566,1536515,-123,-0.192,,,,,,,,,
0.569,1536525,-113,-0.189,,,,,,,,,
0.571,1536534,-104,-0.187,,,,,,,,,
0.574,1536542,-96,-0.184,,,,,,,,,
0.584,1536551,-87,-0.174,,,,,,,,,
0.591,1536562,-76,-0.167,,,,,,,,,
0.601,1536577,-61,-0.157,,,,,,,,,
0.61,1536596,-42,-0.148,,,,,,,,,
0.624,1536616,-22,-0.134,,,,,,,,,
0.64,1536636,-2,-0.118,,,,,,,,,
0.659,1536657,19,-0.099,,,,,,,,,
0.673,1536676,38,-0.085,,,,,,,,,
0.689,1536695,57,-0.069,,,,,,,,,
0.706,1536716,78,-0.052,,,,,,,,,
0.727,1536741,103,-0.031,,,,,,,,,
0.743,1536765,127,-0.015,,,,,,,,,
0.762,1536787,149,0.004,,,,,,,,,
0.779,1536805,167,0.021,,,,,,,,,
0.802,1536818,180,0.044,,,,,,,,,
0.824,1536828,190,0.066,,,,,,,,,
0.848,1536837,199,0.09,,,,,,,,,
0.868,1536841,203,0.11,,,,,,,,,
0.89,1536843,205,0.132,,,,,,,,,
0.909,1536842,204,0.151,,,,,,,,,
0.93,1536836,198,0.172,,,,,,,,,
0.946,1536822,184,0.188,,,,,,,,,
0.958,1536804,166,0.2,,,,,,,,,
0.966,1536782,144,0.208,,,,,,,,,
0.973,1536758,120,0.215,,,,,,,,,
0.975,1536732,94,0.217,,,,,,,,,
0.971,1536703,65,0.213,,,,,,,,,
0.961,1536676,38,0.203,,,,,,,,,
0.948,1536648,10,0.19,,,,,,,,,
0.932,1536619,-19,0.174,,,,,,,,,
0.911,1536589,-49,0.153,,,,,,,,,
0.887,1536563,-75,0.129,,,,,,,,,
0.857,1536539,-99,0.099,,,,,,,,,
0.831,1536519,-119,0.073,,,,,,,,,
0.801,1536502,-136,0.043,,,,,,,,,
0.77,1536487,-151,0.012,,,,,,,,,
0.737,1536478,-160,-0.021,,,,,,,,,
0.707,1536472,-166,-0.051,,,,,,,,,
0.682,1536469,-169,-0.076,,,,,,,,,
0.659,1536470,-168,-0.099,,,,,,,,,
0.639,1536473,-165,-0.119,,,,,,,,,
0.618,1536482,-156,-0.14,,,,,,,,,
0.604,1536491,-147,-0.154,,,,,,,,,
0.595,1536501,-137,-0.163,,,,,,,,,
0.59,1536510,-128,-0.168,,,,,,,,,
0.584,1536520,-118,-0.174,,,,,,,,,
0.581,1536528,-110,-0.177,,,,,,,,,
0.586,1536538,-100,-0.172,,,,,,,,,
0.588,1536546,-92,-0.17,,,,,,,,,
0.593,1536552,-86,-0.165,,,,,,,,,
0.6,1536560,-78,-0.158,,,,,,,,,
0.607,1536569,-69,-0.151,,,,,,,,,
0.617,1536583,-55,-0.141,,,,,,,,,
0.626,1536598,-40,-0.132,,,,,,,,,
0.639,1536617,-21,-0.119,,,,,,,,,
0.652,1536635,-3,-0.106,,,,,,,,,
0.67,1536653,15,-0.088,,,,,,,,,
0.683,1536669,31,-0.075,,,,,,,,,
0.698,1536687,49,-0.06,,,,,,,,,
0.711,1536706,68,-0.047,,,,,,,,,
0.729,1536729,91,-0.029,,,,,,,,,
0.744,1536753,115,-0.014,,,,,,,,,
0.761,1536773,135,0.003,,,,,,,,,
0.776,1536791,153,0.018,,,,,,,,,
0.795,1536804,166,0.037,,,,,,,,,
0.815,1536814,176,0.057,,,,,,,,,
0.838,1536820,182,0.08,,,,,,,,,
0.857,1536827,189,0.099,,,,,,,,,
0.876,1536828,190,0.118,,,,,,,,,
0.894,1536828,190,0.136,,,,,,,,,
0.914,1536821,183,0.156,,,,,,,,,
0.929,1536809,171,0.171,,,,,,,,,
0.942,1536791,153,0.184,,,,,,,,,
0.95,1536771,133,0.192,,,,,,,,,
0.955,1536749,111,0.197,,,,,,,,,
0.958,1536723,85,0.2,,,,,,,,,
0.956,1536698,60,0.198,,,,,,,,,
0.946,1536671,33,0.188,,,,,,,,,
0.934,1536643,5,0.176,,,,,,,,,
0.918,1536617,-21,0.16,,,,,,,,,
0.901,1536590,-48,0.143,,,,,,,,,
0.876,1536565,-73,0.118,,,,,,,,,
0.849,1536543,-95,0.091,,,,,,,,,
0.821,1536526,-112,0.063,,,,,,,,,
0.795,1536513,-125,0.037,,,,,,,,,
0.768,1536501,-137,0.01,,,,,,,,,
0.738,1536491,-147,-0.02,,,,,,,,,
0.709,1536485,-153,-0.049,,,,,,,,,
0.684,1536484,-154,-0.074,,,,,,,,,
0.665,1536487,-151,-0.093,,,,,,,,,
0.648,1536494,-144,-0.11,,,,,,,,,
0.628,1536502,-136,-0.13,,,,,,,,,
0.614,1536510,-128,-0.144,,,,,,,,,
0.607,1536518,-120,-0.151,,,,,,,,,
0.604,1536525,-113,-0.154,,,,,,,,,
0.601,1536533,-105,-0.157,,,,,,,,,
0.597,1536541,-97,-0.161,,,,,,,,,
0.598,1536549,-89,-0.16,,,,,,,,,
0.602,1536556,-82,-0.156,,,,,,,,,
0.611,1536563,-75,-0.147,,,,,,,,,
0.617,1536569,-69,-0.141,,,,,,,,,
0.623,1536577,-61,-0.135,,,,,,,,,
0.629,1536587,-51,-0.129,,,,,,,,,
0.642,1536602,-36,-0.116,,,,,,,,,
0.654,1536617,-21,-0.104,,,,,,,,,
0.666,1536633,-5,-0.092,,,,,,,,,
0.677,1536650,12,-0.081,,,,,,,,,
0.69,1536665,27,-0.068,,,,,,,,,
0.705,1536680,42,-0.053,,,,,,,,,
0.718,1536698,60,-0.04,,,,,,,,,
0.729,1536719,81,-0.029,,,,,,,,,
0.742,1536742,104,-0.016,,,,,,,,,
0.758,1536762,124,0,,,,,,,,,
0.775,1536779,141,0.017,,,,,,,,,
0.792,1536791,153,0.034,,,,,,,,,
0.809,1536799,161,0.051,,,,,,,,,
0.829,1536807,169,0.071,,,,,,,,,
0.848,1536813,175,0.09,,,,,,,,,
0.867,1536815,177,0.109,,,,,,,,,
0.881,1536814,176,0.123,,,,,,,,,
0.898,1536809,171,0.14,,,,,,,,,
0.912,1536796,158,0.154,,,,,,,,,
0.926,1536780,142,0.168,,,,,,,,,
0.934,1536760,122,0.176,,,,,,,,,
0.939,1536738,100,0.181,,,,,,,,,
0.94,1536715,77,0.182,,,,,,,,,
0.939,1536691,53,0.181,,,,,,,,,
0.932,1536667,29,0.174,,,,,,,,,
0.921,1536641,3,0.163,,,,,,,,,
0.905,1536614,-24,0.147,,,,,,,,,
0.889,1536589,-49,0.131,,,,,,,,,
0.866,1536567,-71,0.108,,,,,,,,,
0.843,1536548,-90,0.085,,,,,,,,,
0.814,1536532,-106,0.056,,,,,,,,,
0.79,1536521,-117,0.032,,,,,,,,,
0.764,1536510,-128,0.006,,,,,,,,,
0.739,1536504,-134,-0.019,,,,,,,,,
0.71,1536498,-140,-0.048,,,,,,,,,
0.687,1536498,-140,-0.071,,,,,,,,,
0.667,1536503,-135,-0.091,,,,,,,,,
0.652,1536510,-128,-0.106,,,,,,,,,
0.638,1536519,-119,-0.12,,,,,,,,,
0.626,1536526,-112,-0.132,,,,,,,,,
0.616,1536532,-106,-0.142,,,,,,,,,
0.614,1536539,-99,-0.144,,,,,,,,,
0.614,1536546,-92,-0.144,,,,,,,,,
0.612,1536554,-84,-0.146,,,,,,,,,
0.613,1536560,-78,-0.145,,,,,,,,,
0.616,1536568,-70,-0.142,,,,,,,,,
0.625,1536574,-64,-0.133,,,,,,,,,
0.635,1536579,-59,-0.123,,,,,,,,,
0.64,1536585,-53,-0.118,,,,,,,,,
0.645,1536593,-45,-0.113,,,,,,,,,
0.656,1536605,-33,-0.102,,,,,,,,,
0.668,1536618,-20,-0.09,,,,,,,,,
0.679,1536633,-5,-0.079,,,,,,,,,
0.687,1536647,9,-0.071,,,,,,,,,
0.697,1536660,22,-0.061,,,,,,,,,
0.71,1536675,37,-0.048,,,,,,,,,
0.723,1536691,53,-0.035,,,,,,,,,
0.732,1536708,70,-0.026,,,,,,,,,
0.742,1536730,92,-0.016,,,,,,,,,
0.757,1536750,112,-0.001,,,,,,,,,
0.772,1536767,129,0.014,,,,,,,,,
0.79,1536780,142,0.032,,,,,,,,,
0.804,1536788,150,0.046,,,,,,,,,
0.822,1536794,156,0.064,,,,,,,,,
0.838,1536799,161,0.08,,,,,,,,,
0.858,1536802,164,0.1,,,,,,,,,
0.871,1536802,164,0.113,,,,,,,,,
0.886,1536796,158,0.128,,,,,,,,,
0.897,1536785,147,0.139,,,,,,,,,
0.911,1536769,131,0.153,,,,,,,,,
0.918,1536750,112,0.16,,,,,,,,,
0.923,1536727,89,0.165,,,,,,,,,
0.924,1536706,68,0.166,,,,,,,,,
0.922,1536684,46,0.164,,,,,,,,,
0.917,1536661,23,0.159,,,,,,,,,
0.907,1536636,-2,0.149,,,,,,,,,
0.892,1536612,-26,0.134,,,,,,,,,
0.876,1536590,-48,0.118,,,,,,,,,
0.856,1536568,-70,0.098,,,,,,,,,
0.835,1536551,-87,0.077,,,,,,,,,
0.81,1536538,-100,0.052,,,,,,,,,
0.786,1536528,-110,0.028,,,,,,,,,
0.761,1536521,-117,0.003,,,,,,,,,
0.739,1536514,-124,-0.019,,,,,,,,,
0.713,1536510,-128,-0.045,,,,,,,,,
0.69,1536512,-126,-0.068,,,,,,,,,
0.67,1536516,-122,-0.088,,,,,,,,,
0.656,1536524,-114,-0.102,,,,,,,,,
0.644,1536532,-106,-0.114,,,,,,,,,
0.634,1536539,-99,-0.124,,,,,,,,,
0.625,1536546,-92,-0.133,,,,,,,,,
0.623,1536553,-85,-0.135,,,,,,,,,
0.625,1536558,-80,-0.133,,,,,,,,,
0.626,1536565,-73,-0.132,,,,,,,,,
0.629,1536571,-67,-0.129,,,,,,,,,
0.632,1536578,-60,-0.126,,,,,,,,,
0.639,1536584,-54,-0.119,,,,,,,,,
0.649,1536588,-50,-0.109,,,,,,,,,
0.656,1536592,-46,-0.102,,,,,,,,,
0.662,1536598,-40,-0.096,,,,,,,,,
0.668,1536607,-31,-0.09,,,,,,,,,
0.679,1536619,-19,-0.079,,,,,,,,,
0.689,1536632,-6,-0.069,,,,,,,,,
0.698,1536645,7,-0.06,,,,,,,,,
0.703,1536658,20,-0.055,,,,,,,,,
0.713,1536671,33,-0.045,,,,,,,,,
0.726,1536685,47,-0.032,,,,,,,,,
0.738,1536701,63,-0.02,,,,,,,,,
0.745,1536719,81,-0.013,,,,,,,,,
0.755,1536738,100,-0.003,,,,,,,,,
0.769,1536756,118,0.011,,,,,,,,,
0.787,1536769,131,0.029,,,,,,,,,
0.801,1536778,140,0.043,,,,,,,,,
0.814,1536784,146,0.056,,,,,,,,,
0.83,1536788,150,0.072,,,,,,,,,
0.847,1536791,153,0.089,,,,,,,,,
0.864,1536789,151,0.106,,,,,,,,,
0.875,1536783,145,0.117,,,,,,,,,
0.887,1536773,135,0.129,,,,,,,,,
0.895,1536758,120,0.137,,,,,,,,,
0.907,1536740,102,0.149,,,,,,,,,
0.909,1536719,81,0.151,,,,,,,,,
0.909,1536697,59,0.151,,,,,,,,,
0.907,1536676,38,0.149,,,,,,,,,
0.902,1536655,17,0.144,,,,,,,,,
0.894,1536633,-5,0.136,,,,,,,,,
0.881,1536610,-28,0.123,,,,,,,,,
0.865,1536589,-49,0.107,,,,,,,,,
0.847,1536569,-69,0.089,,,,,,,,,
0.828,1536554,-84,0.07,,,,,,,,,
0.805,1536542,-96,0.047,,,,,,,,,
0.781,1536533,-105,0.023,,,,,,,,,
0.758,1536528,-110,0,,,,,,,,,
0.734,1536524,-114,-0.024,,,,,,,,,
0.714,1536523,-115,-0.044,,,,,,,,,
0.693,1536524,-114,-0.065,,,,,,,,,
0.674,1536528,-110,-0.084,,,,,,,,,
0.66,1536535,-103,-0.098,,,,,,,,,
0.649,1536544,-94,-0.109,,,,,,,,,
0.641,1536553,-85,-0.117,,,,,,,,,
0.635,1536559,-79,-0.123,,,,,,,,,
0.632,1536565,-73,-0.126,,,,,,,,,
0.632,1536570,-68,-0.126,,,,,,,,,
0.637,1536576,-62,-0.121,,,,,,,,,
0.642,1536583,-55,-0.116,,,,,,,,,
0.645,1536587,-51,-0.113,,,,,,,,,
0.651,1536592,-46,-0.107,,,,,,,,,
0.66,1536596,-42,-0.098,,,,,,,,,
0.671,1536600,-38,-0.087,,,,,,,,,
0.677,1536604,-34,-0.081,,,,,,,,,
0.682,1536611,-27,-0.076,,,,,,,,,
0.689,1536621,-17,-0.069,,,,,,,,,
0.699,1536632,-6,-0.059,,,,,,,,,
0.708,1536643,5,-0.05,,,,,,,,,
0.714,1536655,17,-0.044,,,,,,,,,
0.72,1536669,31,-0.038,,,,,,,,,
0.73,1536681,43,-0.028,,,,,,,,,
0.741,1536695,57,-0.017,,,,,,,,,
0.75,1536710,72,-0.008,,,,,,,,,
0.755,1536728,90,-0.003,,,,,,,,,
0.767,1536743,105,0.009,,,,,,,,,
0.781,1536758,120,0.023,,,,,,,,,
0.798,1536767,129,0.04,,,,,,,,,
0.809,1536773,135,0.051,,,,,,,,,
0.822,1536776,138,0.064,,,,,,,,,
0.837,1536780,142,0.079,,,,,,,,,
0.854,1536777,139,0.096,,,,,,,,,
0.867,1536773,135,0.109,,,,,,,,,
0.875,1536763,125,0.117,,,,,,,,,
0.884,1536749,111,0.126,,,,,,,,,
0.893,1536731,93,0.135,,,,,,,,,
0.9,1536712,74,0.142,,,,,,,,,
0.899,1536691,53,0.141,,,,,,,,,
0.894,1536669,31,0.136,,,,,,,,,
0.889,1536649,11,0.131,,,,,,,,,
0.882,1536629,-9,0.124,,,,,,,,,
0.871,1536608,-30,0.113,,,,,,,,,
0.854,1536587,-51,0.096,,,,,,,,,
0.835,1536569,-69,0.077,,,,,,,,,
0.817,1536555,-83,0.059,,,,,,,,,
0.798,1536545,-93,0.04,,,,,,,,,
0.776,1536538,-100,0.018,,,,,,,,,
0.754,1536533,-105,-0.004,,,,,,,,,
0.732,1536532,-106,-0.026,,,,,,,,,
0.712,1536532,-106,-0.046,,,,,,,,,
0.696,1536535,-103,-0.062,,,,,,,,,
0.679,1536539,-99,-0.079,,,,,,,,,
0.665,1536546,-92,-0.093,,,,,,,,,
0.656,1536554,-84,-0.102,,,,,,,,,
0.65,1536565,-73,-0.108,,,,,,,,,
0.644,1536572,-66,-0.114,,,,,,,,,
0.642,1536576,-62,-0.116,,,,,,,,,
0.642,1536582,-56,-0.116,,,,,,,,,
0.646,1536587,-51,-0.112,,,,,,,,,
0.652,1536592,-46,-0.106,,,,,,,,,
0.657,1536595,-43,-0.101,,,,,,,,,
0.663,1536600,-38,-0.095,,,,,,,,,
0.671,1536604,-34,-0.087,,,,,,,,,
0.68,1536607,-31,-0.078,,,,,,,,,
0.689,1536611,-27,-0.069,,,,,,,,,
0.696,1536615,-23,-0.062,,,,,,,,,
0.701,1536622,-16,-0.057,,,,,,,,,
0.71,1536632,-6,-0.048,,,,,,,,,
0.717,1536641,3,-0.041,,,,,,,,,
0.724,1536653,15,-0.034,,,,,,,,,
0.728,1536664,26,-0.03,,,,,,,,,
0.735,1536677,39,-0.023,,,,,,,,,
0.743,1536690,52,-0.015,,,,,,,,,
0.752,1536704,66,-0.006,,,,,,,,,
0.758,1536719,81,0,,,,,,,,,
0.765,1536732,94,0.007,,,,,,,,,
0.777,1536747,109,0.019,,,,,,,,,
0.792,1536757,119,0.034,,,,,,,,,
0.805,1536764,126,0.047,,,,,,,,,
0.815,1536766,128,0.057,,,,,,,,,
0.828,1536767,129,0.07,,,,,,,,,
0.842,1536766,128,0.084,,,,,,,,,
0.858,1536762,124,0.1,,,,,,,,,
0.867,1536753,115,0.109,,,,,,,,,
0.873,1536739,101,0.115,,,,,,,,,
0.878,1536723,85,0.12,,,,,,,,,
0.886,1536704,66,0.128,,,,,,,,,
0.888,1536684,46,0.13,,,,,,,,,
0.885,1536664,26,0.127,,,,,,,,,
0.877,1536643,5,0.119,,,,,,,,,
0.869,1536624,-14,0.111,,,,,,,,,
0.859,1536606,-32,0.101,,,,,,,,,
0.846,1536587,-51,0.088,,,,,,,,,
0.827,1536571,-67,0.069,,,,,,,,,
0.807,1536558,-80,0.049,,,,,,,,,
0.789,1536548,-90,0.031,,,,,,,,,
0.771,1536543,-95,0.013,,,,,,,,,
0.751,1536541,-97,-0.007,,,,,,,,,
0.731,1536539,-99,-0.027,,,,,,,,,
0.711,1536541,-97,-0.047,,,,,,,,,
0.696,1536545,-93,-0.062,,,,,,,,,
0.681,1536550,-88,-0.077,,,,,,,,,
0.67,1536558,-80,-0.088,,,,,,,,,
0.66,1536565,-73,-0.098,,,,,,,,,
0.655,1536574,-64,-0.103,,,,,,,,,
0.652,1536582,-56,-0.106,,,,,,,,,
0.651,1536589,-49,-0.107,,,,,,,,,
0.653,1536595,-43,-0.105,,,,,,,,,
0.657,1536598,-40,-0.101,,,,,,,,,
0.663,1536602,-36,-0.095,,,,,,,,,
0.669,1536605,-33,-0.089,,,,,,,,,
0.676,1536609,-29,-0.082,,,,,,,,,
0.683,1536611,-27,-0.075,,,,,,,,,
0.691,1536613,-25,-0.067,,,,,,,,,
0.699,1536616,-22,-0.059,,,,,,,,,
0.706,1536620,-18,-0.052,,,,,,,,,
0.713,1536623,-15,-0.045,,,,,,,,,
0.718,1536631,-7,-0.04,,,,,,,,,
0.725,1536639,1,-0.033,,,,,,,,,
0.731,1536648,10,-0.027,,,,,,,,,
0.736,1536661,23,-0.022,,,,,,,,,
0.741,1536674,36,-0.017,,,,,,,,,
0.746,1536687,49,-0.012,,,,,,,,,
0.755,1536699,61,-0.003,,,,,,,,,
0.762,1536711,73,0.004,,,,,,,,,
0.769,1536724,86,0.011,,,,,,,,,
0.775,1536736,98,0.017,,,,,,,,,
0.787,1536747,109,0.029,,,,,,,,,
0.799,1536754,116,0.041,,,,,,,,,
0.811,1536757,119,0.053,,,,,,,,,
0.82,1536758,120,0.062,,,,,,,,,
0.831,1536755,117,0.073,,,,,,,,,
0.845,1536750,112,0.087,,,,,,,,,
0.858,1536741,103,0.1,,,,,,,,,
0.864,1536728,90,0.106,,,,,,,,,
0.868,1536713,75,0.11,,,,,,,,,
0.873,1536697,59,0.115,,,,,,,,,
0.878,1536678,40,0.12,,,,,,,,,
0.876,1536658,20,0.118,,,,,,,,,
0.869,1536639,1,0.111,,,,,,,,,
0.859,1536620,-18,0.101,,,,,,,,,
0.85,1536602,-36,0.092,,,,,,,,,
0.838,1536585,-53,0.08,,,,,,,,,
0.82,1536571,-67,0.062,,,,,,,,,
0.799,1536558,-80,0.041,,,,,,,,,
0.781,1536550,-88,0.023,,,,,,,,,
0.765,1536546,-92,0.007,,,,,,,,,
